ID дистрибьютора;Код клиента ERP;Дата;Код продукта дистрибьютора;Количество;Сумма отгрузки;Код ТА;Закупочная цена;Номер расходной накладной;
17;ЛЦ0002755;03.07.2023;ЛЦ0008631;3,024;318,25;000000097;86,43;УП000005476;
17;ЛЦ0003151;05.06.2023;ЛЦ0008631;10,08;1120,09;000000087;86,43;УП000004666;
17;ЛЦ0002755;28.06.2023;ЛЦ0008631;15,12;1591,23;000000097;86,43;УП000005330;
17;РВ0000050;28.06.2023;ЛЦ0008631;18,144;1909,47;000000097;86,43;УП000005334;
17;ЛЦ0002755;28.06.2023;ЛЦ0008631;12,096;1272,98;000000097;86,43;УП000005330;
17;ЛЦ0001640;20.06.2023;ЛЦ0008631;12,096;1486,36;000000087;86,43;П0000008357;
17;РВ0000051;28.06.2023;ЛЦ0008631;9,072;954,74;000000097;86,43;УП000005323;
17;ЛЦ0001640;09.06.2023;ЛЦ0008631;7,056;867,04;000000087;86,43;П0000007914;
17;ЛУ0000021;01.06.2023;ЛЦ0008631;5,04;619,32;000000087;86,43;П0000007514;
17;ЛЦ0001786;13.06.2023;ЛЦ0008631;1,008;136,26;000000087;86,43;УП000004913;
17;ЛУ0000021;06.07.2023;ЛЦ0008631;5,04;619,32;000000087;86,43;П0000009106;
17;РВ0000050;14.06.2023;ЛЦ0008631;18,144;1909,47;000000097;86,43;УП000004942;
17;РВ0000051;19.06.2023;ЛЦ0008631;9,072;954,74;000000097;86,43;УП000005042;
17;РВ0000128;29.06.2023;ЛЦ0008631;1,008;158,4;000000097;86,43;П0000008791;
17;ЛЦ0003050;29.05.2023;ЛЦ0008631;5,04;530,41;000000097;86,43;УП000004478;
17;ЛЦ0003240;30.05.2023;ЛЦ0008631;1,008;119,81;000000104;86,43;УП000004516;
17;РВ0000050;29.05.2023;ЛЦ0008631;9,072;954,74;000000097;86,43;УП000004475;
17;РВ0000050;07.06.2023;ЛЦ0008631;6,056;637,33;000000097;86,43;УП000004741;
17;РВ0000054;16.06.2023;ЛЦ0008631;20,16;2477,26;000000087;86,43;П0000008254;
17;РВ0000051;29.05.2023;ЛЦ0008631;4,032;424,33;000000097;86,43;УП000004465;
17;РВ0000051;19.06.2023;ЛЦ0008631;9,072;954,74;000000097;86,43;УП000005069;
17;ЛУ0000011;15.06.2023;ЛЦ0008631;2,016;212,16;000000087;86,43;УП000004989;
17;РВ0000050;07.06.2023;ЛЦ0008631;12,088;1272,14;000000097;86,43;УП000004741;
17;РВ0000051;29.05.2023;ЛЦ0008631;10,08;1060,82;000000097;86,43;УП000004465;
17;ЛЦ0002601;04.07.2023;ЛЦ0008631;1,008;136,26;000000087;86,43;УП000005532;
17;ЛЦ0003240;04.07.2023;ЛЦ0008631;1,008;136,26;000000087;86,43;УП000005493;
17;РВ0000128;22.06.2023;ЛЦ0008631;2,016;316,79;000000097;86,43;П0000008487;
17;РВ0000051;21.06.2023;ЛЦ0008631;14,112;1485,15;000000097;86,43;УП000005139;
17;РВ0000050;13.06.2023;ЛЦ0008631;9,072;954,74;000000097;86,43;УП000004911;
17;ЛЦ0002755;14.06.2023;ЛЦ0008631;18,144;1909,47;000000097;86,43;УП000004931;
17;ЛЦ0002755;21.06.2023;ЛЦ0008631;27,216;2864,21;000000097;86,43;УП000005144;
17;ЛЦ0003151;12.06.2023;ЛЦ0008631;10,08;1120,09;000000087;86,43;УП000004837;
17;РВ0000051;05.06.2023;ЛЦ0008631;9,072;954,74;000000097;86,43;УП000004672;
17;ЛЦ0001786;04.07.2023;ЛЦ0008631;1,008;136,26;000000087;86,43;УП000005526;
17;РВ0000050;04.07.2023;ЛЦ0008631;18,144;1909,47;000000097;86,43;УП000005500;
17;ЛЦ0001640;02.06.2023;ЛЦ0008631;1,008;123,86;000000087;86,43;П0000007602;
17;ЛУ0000011;08.06.2023;ЛЦ0008631;2,016;212,16;000000087;86,43;УП000004760;
17;ЛЦ0001640;02.06.2023;ЛЦ0008631;6,048;743,18;000000087;86,43;П0000007602;
17;ЛЦ0003151;29.05.2023;ЛЦ0008631;10,08;1120,09;000000087;86,43;УП000004479;
17;ЛУ0000021;22.06.2023;ЛЦ0008631;5,04;619,32;000000087;86,43;П0000008486;
17;ЛЦ0002446;08.06.2023;ЛЦ0008631;1,008;158,4;000000097;86,43;П0000007838;
17;ЛЦ0000870;19.06.2023;ЛЦ0008631;1,008;111,4;000000087;86,43;УП000005036;
17;ЛУ0000021;15.06.2023;ЛЦ0008631;5,04;619,32;000000087;86,43;П0000008149;
17;ЛЦ0000574;13.06.2023;ЛЦ0008631;3,024;359,43;000000087;86,43;УП000004883;
17;ЛЦ0002590;06.06.2023;ЛЦ0008631;1,008;158,4;000000087;86,43;П0000007725;
17;ЛЦ0001640;23.06.2023;ЛЦ0008631;8,064;990,9;000000087;86,43;П0000008557;
17;ЛУ0000021;08.06.2023;ЛЦ0008631;2,016;247,73;000000087;86,43;П0000007803;
17;ЛЦ0001786;11.07.2023;ЛЦ0008631;1,008;136,26;000000087;86,43;УП000005701;
17;РВ0000054;29.06.2023;ЛЦ0008631;4,032;495,45;000000087;86,43;П0000008794;
17;ЛЦ0002755;05.06.2023;ЛЦ0008631;27,216;2864,21;000000097;86,43;УП000004668;
17;ЛЦ0001786;06.06.2023;ЛЦ0008631;1,008;136,26;000000087;86,43;УП000004723;
17;ЛЦ0000574;11.07.2023;ЛЦ0008631;3,024;359,43;000000087;86,43;УП000005711;
17;РВ0000003;29.05.2023;ЛЦ0008631;9,072;954,74;000000097;86,43;УП000004476;
17;ЛЦ0001786;27.06.2023;ЛЦ0008631;1,008;136,26;000000087;86,43;УП000005309;
17;ЛЦ0001640;04.07.2023;ЛЦ0008631;11,088;1362,49;000000087;86,43;П0000009004;
17;ЛЦ0002755;05.07.2023;ЛЦ0008631;18,144;1909,47;000000097;86,43;УП000005550;
17;ЛЦ0001640;11.07.2023;ЛЦ0008631;10,08;1238,63;000000087;86,43;П0000009289;
17;РВ0000054;23.06.2023;ЛЦ0008631;20,16;2477,26;000000087;86,43;П0000008554;
17;ЛЦ0003050;12.06.2023;ЛЦ0008631;9,072;954,74;000000097;86,43;УП000004859;
17;ЛУ0000011;06.07.2023;ЛЦ0008631;10,08;1060,82;000000087;86,43;УП000005590;
17;ЛУ0000011;05.06.2023;ЛЦ0008631;2,016;212,16;000000087;86,43;УП000004670;
17;ЛУ0000413;15.06.2023;ЛЦ0009004;10;1050;000000087;88,08;П0000008175;
17;РВ0000017;15.06.2023;ЛЦ0009247;10;1664,4;000000097;151,26;П0000008181;
17;РВ0000018;30.06.2023;ЛЦ0009358;492;59,04;000000097;0,1;П0000008883;
17;ЛЦ0000318;02.06.2023;ЛЦ0009358;60;2790;000000087;0,1;УП000004641;
17;ЛЦ0002677;07.07.2023;ЛЦ0009358;6;297;000000087;0,1;УП000005611;
17;ЛУ0000108;01.06.2023;ЛЦ0009358;108;5047,92;000000087;0,1;УП000004600;
17;ЛЦ0000228;04.07.2023;ЛЦ0009358;24;1090,08;000000087;0,1;УП000005495;
17;ЛУ0000567;10.07.2023;ЛЦ0009358;12;1,44;000000087;0,1;П0000009258;
17;РВ0000029;29.06.2023;ЛЦ0009358;24;1137,6;000000097;0,1;УП000005354;
17;ЛЦ0003369;27.06.2023;ЛЦ0009358;24;2,88;000000097;0,1;УП000005273;
17;РВ0000833;08.06.2023;ЛЦ0009358;120;5148;000000097;0,1;УП000004768;
17;РВ0000016;06.07.2023;ЛЦ0009358;12;1,44;000000097;0,1;П0000009107;
17;ЛУ0000114;30.05.2023;ЛЦ0009358;24;2,88;000000087;0,1;УП000004515;
17;РВ0000018;16.06.2023;ЛЦ0009358;26;3,12;000000097;0,1;П0000008262;
17;РВ0000018;08.06.2023;ЛЦ0009358;24;2,88;000000097;0,1;УП000004797;
17;РВ0000018;16.06.2023;ЛЦ0009358;22;2,64;000000097;0,1;П0000008262;
17;ЛЦ0002740;16.06.2023;ЛЦ0009358;12;578,16;000000087;0,1;УП000005017;
17;ЛУ0000567;16.06.2023;ЛЦ0009358;480;22032;000000087;0,1;УП000005010;
17;РВ0000016;15.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000008176;
17;РВ0000018;14.06.2023;ЛЦ0009358;12;1,44;000000097;0,1;П0000008112;
17;ЛУ0000114;05.07.2023;ЛЦ0009358;12;1,44;000000087;0,1;П0000009083;
17;РВ0000222;20.06.2023;ЛЦ0009358;24;1154,88;000000097;0,1;УП000005114;
17;ЛЦ0002341;26.06.2023;ЛЦ0009358;12;592,56;000000087;0,1;УП000005235;
17;РВ0000018;07.06.2023;ЛЦ0009358;36;4,32;000000097;0,1;П0000007791;
17;ЛЦ0002992;27.06.2023;ЛЦ0009358;12;563,76;000000087;0,1;УП000005305;
17;ЛЦ0001993;06.07.2023;ЛЦ0009358;480;21974,4;000000097;0,1;УП000005558;
17;РВ0000015;31.05.2023;ЛЦ0009358;60;7,2;000000097;0,1;П0000007448;
17;ЛУ0000567;12.06.2023;ЛЦ0009358;12;1,44;000000087;0,1;П0000007942;
17;РВ0000016;29.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000008813;
17;РВ0000015;27.06.2023;ЛЦ0009358;60;7,2;000000097;0,1;УП000005277;
17;ЛУ0000567;07.07.2023;ЛЦ0009358;324;14871,6;000000087;0,1;УП000005618;
17;ЛЦ0002740;02.06.2023;ЛЦ0009358;24;1156,32;000000087;0,1;УП000004642;
17;ЛЦ0000739;04.07.2023;ЛЦ0009358;48;2306,88;000000097;0,1;УП000005524;
17;ЛУ0000114;28.06.2023;ЛЦ0009358;24;2,88;000000087;0,1;П0000008727;
17;РВ0000018;04.07.2023;ЛЦ0009358;36;4,32;000000097;0,1;П0000009028;
17;ЛУ0000108;08.06.2023;ЛЦ0009358;120;5608,8;000000087;0,1;УП000004784;
17;ЛЦ0001995;08.06.2023;ЛЦ0009358;12;560,16;000000097;0,1;УП000004795;
17;ЛЦ0001993;27.06.2023;ЛЦ0009358;62;2838,36;000000097;0,1;УП000005271;
17;РВ0000026;29.06.2023;ЛЦ0009358;190;8515,8;000000097;0,1;УП000005357;
17;РВ0000026;29.06.2023;ЛЦ0009358;170;7619,4;000000097;0,1;УП000005357;
17;ЛЦ0001993;27.06.2023;ЛЦ0009358;418;19136,04;000000097;0,1;УП000005271;
17;ЛЦ0001786;11.07.2023;ЛЦ0009358;12;671,76;000000087;0,1;УП000005721;
17;ЛЦ0002992;04.07.2023;ЛЦ0009358;6;281,88;000000087;0,1;УП000005530;
17;ЛЦ0002533;11.07.2023;ЛЦ0009358;12;599,04;000000087;0,1;УП000005673;
17;ЛЦ0001786;13.06.2023;ЛЦ0009358;12;671,76;000000087;0,1;УП000004892;
17;РВ0000004;15.06.2023;ЛЦ0009358;180;8240,4;000000097;0,1;УП000004954;
17;РВ0000004;10.07.2023;ЛЦ0009358;155;7095,9;000000097;0,1;УП000005653;
17;РВ0000018;14.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000008111;
17;РВ0000018;11.07.2023;ЛЦ0009358;48;5,76;000000097;0,1;УП000005708;
17;РВ0000015;21.06.2023;ЛЦ0009358;70;8,4;000000097;0,1;П0000008438;
17;РВ0000004;10.07.2023;ЛЦ0009358;25;1144,5;000000097;0,1;УП000005653;
17;ЛЦ0003300;09.06.2023;ЛЦ0009358;12;577,44;000000087;0,1;УП000004812;
17;РВ0000015;28.06.2023;ЛЦ0009358;204;24,48;000000097;0,1;П0000008745;
17;РВ0000015;21.06.2023;ЛЦ0009358;14;1,68;000000097;0,1;П0000008438;
17;ЛЦ0001046;02.06.2023;ЛЦ0009358;12;620,64;000000087;0,1;УП000004627;
17;РВ0000018;30.05.2023;ЛЦ0009358;60;7,2;000000097;0,1;П0000007411;
17;ЛЦ0002729;06.07.2023;ЛЦ0009358;12;568,8;000000087;0,1;УП000005593;
17;ЛЦ0000739;13.06.2023;ЛЦ0009358;100;4806;000000097;0,1;УП000004899;
17;ЛЦ0000739;13.06.2023;ЛЦ0009358;8;384,48;000000097;0,1;УП000004899;
17;РВ0000018;30.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000008882;
17;РВ0000018;02.06.2023;ЛЦ0009358;36;4,32;000000097;0,1;П0000007611;
17;РВ0000015;21.06.2023;ЛЦ0009358;84;10,08;000000097;0,1;П0000008437;
17;ЛЦ0000932;20.06.2023;ЛЦ0009358;12;584,64;000000087;0,1;УП000005089;
17;ЛЦ0002992;13.06.2023;ЛЦ0009358;10;469,8;000000087;0,1;УП000004915;
17;РВ0000004;08.06.2023;ЛЦ0009358;120;5493,6;000000097;0,1;УП000004778;
17;РВ0000018;29.06.2023;ЛЦ0009358;36;4,32;000000097;0,1;П0000008817;
17;ЛЦ0000228;06.06.2023;ЛЦ0009358;24;1090,08;000000087;0,1;УП000004690;
17;РВ0000018;06.06.2023;ЛЦ0009358;24;2,88;000000097;0,1;П0000007749;
17;РВ0000018;20.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000008397;
17;ЛЦ0003353;09.06.2023;ЛЦ0009358;420;17236,8;000000087;0,1;УП000004819;
17;РВ0000018;02.06.2023;ЛЦ0009358;60;7,2;000000097;0,1;П0000007610;
17;РВ0000026;01.06.2023;ЛЦ0009358;360;16135,2;000000097;0,1;УП000004603;
17;РВ0000008;20.06.2023;ЛЦ0009358;216;10147,68;000000097;0,1;УП000005098;
17;РВ0000016;22.06.2023;ЛЦ0009358;24;2,88;000000097;0,1;П0000008497;
17;РВ0000833;22.06.2023;ЛЦ0009358;144;6177,6;000000097;0,1;УП000005170;
17;ЛЦ0002068;07.07.2023;ЛЦ0009358;12;594;000000087;0,1;УП000005615;
17;ЛЦ0001994;08.06.2023;ЛЦ0009358;24;1108,8;000000097;0,1;УП000004793;
17;ЛУ0000045;29.06.2023;ЛЦ0009358;72;3248,64;000000087;0,1;УП000005366;
17;ЛЦ0003360;16.06.2023;ЛЦ0009358;36;1693,44;000000087;0,1;УП000005009;
17;РВ0000018;09.06.2023;ЛЦ0009358;60;7,2;000000097;0,1;П0000007921;
17;РВ0000016;01.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000007540;
17;ЛЦ0003159;01.06.2023;ЛЦ0009358;12;592,56;000000087;0,1;УП000004619;
17;ЛЦ0002887;14.06.2023;ЛЦ0009358;120;5680,8;000000087;0,1;УП000004923;
17;ЛУ0000045;08.06.2023;ЛЦ0009358;96;4331,52;000000087;0,1;УП000004775;
17;РВ0000015;07.06.2023;ЛЦ0009358;96;11,52;000000097;0,1;П0000007793;
17;ЛУ0000045;06.07.2023;ЛЦ0009358;96;4331,52;000000087;0,1;УП000005561;
17;РВ0000016;29.06.2023;ЛЦ0009358;12;1,44;000000097;0,1;П0000008790;
17;ЛЦ0003126;02.06.2023;ЛЦ0009358;12;599,76;000000087;0,1;УП000004654;
17;РВ0000015;07.06.2023;ЛЦ0009358;60;7,2;000000097;0,1;П0000007792;
17;ЛУ0000097;29.05.2023;ЛЦ0009358;36;1544,4;000000087;0,1;УП000004483;
17;ЛЦ0001993;15.06.2023;ЛЦ0009358;360;16480,8;000000097;0,1;УП000004967;
17;РВ0000015;05.07.2023;ЛЦ0009358;84;10,08;000000097;0,1;П0000009092;
17;ЛЦ0002740;07.07.2023;ЛЦ0009358;24;1156,32;000000087;0,1;УП000005619;
17;РВ0000222;04.07.2023;ЛЦ0009358;108;5196,96;000000097;0,1;УП000005507;
17;ЛЦ0003369;07.06.2023;ЛЦ0009358;36;4,32;000000097;0,1;П0000007770;
17;РВ0000018;23.06.2023;ЛЦ0009358;36;4,32;000000097;0,1;П0000008563;
17;ЛЦ0003300;02.06.2023;ЛЦ0009358;12;577,44;000000087;0,1;УП000004640;
17;ЛЦ0003159;06.07.2023;ЛЦ0009358;12;563,76;000000087;0,1;УП000005607;
17;РВ0000029;01.06.2023;ЛЦ0009358;28;1327,2;000000097;0,1;УП000004594;
17;РВ0000029;01.06.2023;ЛЦ0009358;8;379,2;000000097;0,1;УП000004594;
17;РВ0000833;06.07.2023;ЛЦ0009358;115;4933,5;000000097;0,1;УП000005582;
17;РВ0000833;06.07.2023;ЛЦ0009358;17;729,3;000000097;0,1;УП000005582;
17;РВ0000029;15.06.2023;ЛЦ0009358;36;1706,4;000000097;0,1;УП000004961;
17;ЛЦ0001994;01.06.2023;ЛЦ0009358;24;1108,8;000000097;0,1;УП000004621;
17;ЛЦ0003300;16.06.2023;ЛЦ0009358;12;577,44;000000087;0,1;УП000005008;
17;ЛЦ0003369;14.06.2023;ЛЦ0009358;24;2,88;000000097;0,1;П0000008095;
17;ЛУ0000114;13.06.2023;ЛЦ0009358;24;2,88;000000087;0,1;УП000004871;
17;РВ0000222;04.07.2023;ЛЦ0009358;24;1154,88;000000097;0,1;УП000005510;
17;ЛЦ0003360;07.07.2023;ЛЦ0009358;36;1693,44;000000087;0,1;УП000005616;
17;ЛЦ0002992;06.06.2023;ЛЦ0009358;6;281,88;000000087;0,1;УП000004725;
